id,breath_id,R,C,time_step,u_in,u_out,pressure
11828,211,50,10,2.119198322,4.775560104,1,6.610815305
11829,211,50,10,2.150798798,4.808362499,1,6.329606723
11830,211,50,10,2.18244195,4.836405663,1,6.610815305
11831,211,50,10,2.214066744,4.860332326,1,6.399908869
11832,211,50,10,2.245678425,4.880751752,1,6.54051316
11833,211,50,10,2.277300119,4.898190954,1,6.399908869
11834,211,50,10,2.308992147,4.913110359,1,6.470211014
11835,211,50,10,2.340632677,4.925824332,1,6.610815305
11836,211,50,10,2.372299671,4.936686334,1,6.329606723
11837,211,50,10,2.403950691,4.945953429,1,6.610815305
11838,211,50,10,2.435588837,4.953861148,1,6.329606723
11839,211,50,10,2.467234612,4.960613367,1,6.68111745
11840,211,50,10,2.498879194,4.966377228,1,6.399908869
11841,212,5,10,0,100,0,6.118700287
11842,212,5,10,0.034081936,100,0,11.3913612
11843,212,5,10,0.067726135,100,0,16.52341781
11844,212,5,10,0.101353645,74.69367628,0,22.9912152
11845,212,5,10,0.135254145,42.54161778,0,26.22511389
11846,212,5,10,0.168822527,27.05398948,0,27.77176109
11847,212,5,10,0.202612162,11.37175989,0,29.31840829
11848,212,5,10,0.236546755,2.625356235,0,30.16203403
11849,212,5,10,0.270204306,0,0,30.5838469
11850,212,5,10,0.3042171,0,0,30.51354476
11851,212,5,10,0.338165283,0,0,30.65414905
11852,212,5,10,0.371743679,0,0,30.51354476
11853,212,5,10,0.405691624,0,0,30.51354476
11854,212,5,10,0.439508915,0,0,30.37294047
11855,212,5,10,0.473408461,0,0,30.37294047
11856,212,5,10,0.507143736,0,0,30.23233618
11857,212,5,10,0.541273117,0,0,30.23233618
11858,212,5,10,0.574826002,0.925515612,0,30.09173189
11859,212,5,10,0.608560324,0,0,30.37294047
11860,212,5,10,0.642347574,0,0,30.23233618
11861,212,5,10,0.676153183,0,0,30.23233618
11862,212,5,10,0.710109234,0,0,30.16203403
11863,212,5,10,0.743692636,1.006486447,0,30.02142974
11864,212,5,10,0.777326822,0,0,30.16203403
11865,212,5,10,0.810861349,0,0,30.16203403
11866,212,5,10,0.844326019,0,0,30.16203403
11867,212,5,10,0.878071547,0,0,30.09173189
11868,212,5,10,0.911795855,1.315404602,0,29.95112759
11869,212,5,10,0.945465565,0,0,30.23233618
11870,212,5,10,0.979110003,0.481225585,0,30.02142974
11871,212,5,10,1.01292944,0,1,30.09173189
11872,212,5,10,1.046575069,0,1,29.95112759
11873,212,5,10,1.080318451,0,1,17.92946072
11874,212,5,10,1.11406827,0,1,12.44589338
11875,212,5,10,1.147932768,0,1,10.96954832
11876,212,5,10,1.181536913,0,1,9.352598978
11877,212,5,10,1.215353727,0,1,7.45444105
11878,212,5,10,1.24934721,0,1,6.962326032
11879,212,5,10,1.283164978,0,1,5.345376687
11880,212,5,10,1.317037344,0,1,5.134470251
11881,212,5,10,1.350911379,0,1,5.134470251
11882,212,5,10,1.38469243,0,1,4.782959523
11883,212,5,10,1.418583393,0,1,4.712657378
11884,212,5,10,1.452141285,0,1,4.642355232
11885,212,5,10,1.486064672,0.130998859,1,4.853261669
11886,212,5,10,1.519793272,0.886616961,1,4.782959523
11887,212,5,10,1.553609133,1.526486874,1,5.134470251
11888,212,5,10,1.587872505,2.073375685,1,5.345376687
11889,212,5,10,1.621512413,2.52646053,1,5.76718956
11890,212,5,10,1.655255079,2.910474979,1,6.329606723
11891,212,5,10,1.689332724,3.237825503,1,6.470211014
11892,212,5,10,1.723010063,3.510914969,1,6.54051316
11893,212,5,10,1.757225513,3.745063961,1,6.751419596
11894,212,5,10,1.790862799,3.939332761,1,6.259304578
11895,212,5,10,1.824570417,4.103843228,1,5.696887414
11896,212,5,10,1.858278275,4.242838873,1,6.259304578
11897,212,5,10,1.892080784,4.36057871,1,6.54051316
11898,212,5,10,1.926064491,4.460498807,1,6.610815305
11899,212,5,10,1.959695339,4.544000936,1,6.821721741
11900,212,5,10,1.993751526,4.615397696,1,6.68111745
11901,212,5,10,2.027387142,4.674932861,1,5.696887414
11902,212,5,10,2.061273575,4.72559652,1,5.978095996
11903,212,5,10,2.095088959,4.768281642,1,5.978095996
11904,212,5,10,2.128840923,4.804264778,1,6.048398141
11905,212,5,10,2.162894487,4.834909301,1,6.470211014
11906,212,5,10,2.196718693,4.860596307,1,6.399908869
11907,212,5,10,2.230607748,4.88232475,1,6.189002432
11908,212,5,10,2.264315128,4.900576171,1,6.54051316
11909,212,5,10,2.29844594,4.916174458,1,6.189002432
11910,212,5,10,2.332150698,4.929174864,1,5.978095996
11911,212,5,10,2.365947485,4.940186581,1,6.329606723
11912,212,5,10,2.399703264,4.949475866,1,6.259304578
11913,212,5,10,2.433970213,4.957431421,1,6.259304578
11914,212,5,10,2.46756959,4.964014377,1,6.470211014
11915,212,5,10,2.501233101,4.969589074,1,6.118700287
11916,212,5,10,2.534567356,4.974257826,1,6.048398141
11917,212,5,10,2.567898989,4.978209535,1,6.470211014
11918,212,5,10,2.601528168,4.981582034,1,6.048398141
11919,212,5,10,2.635516644,4.984460515,1,6.189002432
11920,212,5,10,2.669414759,4.986883203,1,6.399908869
11921,213,20,20,0,48.83397247,0,5.907793851
11922,213,20,20,0.031839848,47.05694604,0,9.704109705
11923,213,20,20,0.063527346,45.28842245,0,12.51619552
11924,213,20,20,0.095327616,43.51360489,0,20.10882723
11925,213,20,20,0.127855062,41.69820259,0,23.27242378
11926,213,20,20,0.159588337,39.92712415,0,24.95967527
11927,213,20,20,0.191338301,38.15511426,0,26.15481174
11928,213,20,20,0.223103285,36.38226606,0,27.27964607
11929,213,20,20,0.255826473,34.55593914,0,28.2638761
11930,213,20,20,0.287621737,32.78140102,0,29.17780399
11931,213,20,20,0.319591284,30.99713586,0,30.02142974
11932,213,20,20,0.351372242,29.22339613,0,30.72445119
11933,213,20,20,0.384004116,27.40216559,0,31.21656621
11934,213,20,20,0.415722609,25.63191215,0,31.84928552
11935,213,20,20,0.447491884,23.85882444,0,32.41170269
11936,213,20,20,0.479290724,22.08408672,0,32.97411985
11937,213,20,20,0.511898279,20.26421344,0,33.32563058
11938,213,20,20,0.543720245,18.48818499,0,33.53653701
11939,213,20,20,0.575483799,16.71541663,0,33.81774559
11940,213,20,20,0.607282162,14.94070553,0,33.95834989
11941,213,20,20,0.639985323,13.11549635,0,34.23955847
11942,213,20,20,0.671659708,11.34770461,0,34.30986061
11943,213,20,20,0.703469992,9.572328183,0,34.30986061
11944,213,20,20,0.735277414,7.797111431,0,34.38016276
11945,213,20,20,0.767958403,5.973139757,0,34.30986061
11946,213,20,20,0.799725533,4.2001718,0,34.09895418
11947,213,20,20,0.831452131,2.429465943,0,33.6771413
11948,213,20,20,0.863212109,0.65689718,0,33.18502629
11949,213,20,20,0.895852089,0,0,33.04442199
11950,213,20,20,0.92765069,0,0,32.76321341
11951,213,20,20,0.959436655,0,0,32.48200483
11952,213,20,20,0.991230726,0,1,32.20079625
11953,213,20,20,1.024105072,0,1,31.49777479
11954,213,20,20,1.055833578,0,1,14.90646847
11955,213,20,20,1.087533474,0,1,10.12592258
11956,213,20,20,1.119251966,0,1,9.633807559
11957,213,20,20,1.151899338,0,1,9.422901123
11958,213,20,20,1.183650494,0,1,8.930786105
11959,213,20,20,1.215346098,0,1,7.805951778
11960,213,20,20,1.247156143,0,1,8.298066796
11961,213,20,20,1.279913902,0,1,8.579275378
11962,213,20,20,1.31175828,0,1,6.68111745
11963,213,20,20,1.343575239,0,1,6.54051316
11964,213,20,20,1.375274897,0,1,6.470211014
11965,213,20,20,1.408002377,0,1,7.595045341
11966,213,20,20,1.439773083,0,1,6.610815305
11967,213,20,20,1.471560717,0,1,5.556283123
11968,213,20,20,1.503269911,0.379690205,1,5.837491705
11969,213,20,20,1.535892963,1.075077934,1,6.329606723
11970,213,20,20,1.567649126,1.651321863,1,6.048398141
11971,213,20,20,1.599369764,2.142456069,1,5.415678832
11972,213,20,20,1.631087542,2.561523146,1,6.329606723
11973,213,20,20,1.66377759,2.92922411,1,6.399908869
11974,213,20,20,1.695568085,3.233551756,1,5.696887414
11975,213,20,20,1.727442741,3.493788429,1,6.54051316
11976,213,20,20,1.759264231,3.715345053,1,5.76718956
11977,213,20,20,1.791980267,3.909201519,1,6.189002432
11978,213,20,20,1.823756218,4.069440981,1,5.837491705
11979,213,20,20,1.855602503,4.20642022,1,6.329606723
11980,213,20,20,1.887408495,4.323099618,1,6.329606723
11981,213,20,20,1.920124054,4.425243587,1,6.399908869
11982,213,20,20,1.951986551,4.50988805,1,5.76718956
11983,213,20,20,1.98364377,4.581637727,1,6.189002432
11984,213,20,20,2.015398502,4.643057723,1,5.345376687
11985,213,20,20,2.048015594,4.696770902,1,5.76718956
11986,213,20,20,2.07971859,4.7412212,1,6.048398141
11987,213,20,20,2.111433029,4.779168174,1,5.76718956
11988,213,20,20,2.143140554,4.811544139,1,6.189002432
11989,213,20,20,2.175849915,4.839977086,1,5.76718956
11990,213,20,20,2.20758009,4.863453373,1,5.907793851
11991,213,20,20,2.23938179,4.883527215,1,6.048398141
11992,213,20,20,2.27126193,4.900688941,1,6.048398141
11993,213,20,20,2.304296732,4.915809429,1,5.978095996
11994,213,20,20,2.336172819,4.928213065,1,5.978095996
11995,213,20,20,2.368083954,4.938800023,1,6.048398141
11996,213,20,20,2.399957895,4.947815938,1,5.907793851
11997,213,20,20,2.432779551,4.955713989,1,5.907793851
11998,213,20,20,2.46469593,4.96224617,1,5.837491705
11999,213,20,20,2.496553183,4.967805337,1,5.837491705
12000,213,20,20,2.528327227,4.972534506,1,5.907793851
12001,214,50,10,0,1.157459514,0,4.22054236
12002,214,50,10,0.031587601,9.637295392,0,4.431448796
12003,214,50,10,0.063201904,7.319418188,0,7.102930323
12004,214,50,10,0.094784021,3.490110823,0,11.3913612
12005,214,50,10,0.12652874,4.73684533,0,10.05562043
12006,214,50,10,0.158202171,5.035102202,0,9.77441185
12007,214,50,10,0.18984437,2.833733883,0,12.23498694
12008,214,50,10,0.221466541,2.65376833,0,12.44589338
12009,214,50,10,0.253129005,4.65043148,0,10.26652687
12010,214,50,10,0.284725666,3.914209992,0,11.11015261
12011,214,50,10,0.316322327,2.52551396,0,12.65679981
12012,214,50,10,0.347952366,3.554343739,0,11.53196549
12013,214,50,10,0.379534483,3.121069125,0,12.0240805
12014,214,50,10,0.41112566,2.232623289,0,13.00831054
12015,214,50,10,0.44274354,3.512302779,0,11.60226763
12016,214,50,10,0.474428892,2.564075797,0,12.65679981
12017,214,50,10,0.506049633,1.539143571,0,13.78163414
12018,214,50,10,0.537638664,2.681255923,0,12.51619552
12019,214,50,10,0.569312096,1.979084825,0,13.28951912
12020,214,50,10,0.600926876,1.652742766,0,13.64102985
12021,214,50,10,0.632512808,2.476757976,0,12.72710196
12022,214,50,10,0.664137363,1.708851678,0,13.5707277
12023,214,50,10,0.695763588,1.764830678,0,13.50042556
12024,214,50,10,0.727394581,2.014404622,0,13.21921698
12025,214,50,10,0.759027004,1.241797355,0,14.06284272
12026,214,50,10,0.790634632,1.549796079,0,13.711332
12027,214,50,10,0.822289705,1.02904838,0,14.27374916
12028,214,50,10,0.853919506,1.207679466,0,14.06284272
12029,214,50,10,0.885511875,1.133064375,0,14.13314487
12030,214,50,10,0.917152405,0.994162568,0,14.27374916
12031,214,50,10,0.948776007,1.238979211,0,13.99254058
12032,214,50,10,0.980382919,0.8465566,0,14.41435345
12033,214,50,10,1.012031078,0,1,14.06284272
12034,214,50,10,1.043657541,0,1,13.92223843
12035,214,50,10,1.075236082,0,1,7.384138905
12036,214,50,10,1.106889248,0,1,6.54051316
12037,214,50,10,1.13851285,0,1,6.610815305
12038,214,50,10,1.17019248,0,1,6.329606723
12039,214,50,10,1.201859236,0,1,6.399908869
12040,214,50,10,1.233517885,0,1,6.68111745
12041,214,50,10,1.265182972,0,1,6.259304578
12042,214,50,10,1.296789408,0,1,6.610815305
12043,214,50,10,1.328407288,0,1,6.259304578
12044,214,50,10,1.360020876,0,1,6.54051316
12045,214,50,10,1.391637087,0,1,6.189002432
12046,214,50,10,1.423202753,0,1,6.329606723
12047,214,50,10,1.454785585,0,1,6.259304578
12048,214,50,10,1.486429453,0,1,6.259304578
12049,214,50,10,1.518079281,0.46708318,1,6.259304578
12050,214,50,10,1.549715757,1.130275796,1,6.118700287
12051,214,50,10,1.581341505,1.696262177,1,6.399908869
12052,214,50,10,1.612971067,2.179521112,1,6.610815305
12053,214,50,10,1.644631863,2.59246666,1,6.329606723
12054,214,50,10,1.676240444,2.944416385,1,6.751419596
12055,214,50,10,1.707828999,3.244739931,1,6.259304578
12056,214,50,10,1.739444017,3.501384114,1,6.892023887
12057,214,50,10,1.771084547,3.720666434,1,6.821721741
12058,214,50,10,1.802703142,3.907742871,1,6.329606723
12059,214,50,10,1.834335804,4.067528782,1,6.399908869
12060,214,50,10,1.865884304,4.203604609,1,7.173232469
12061,214,50,10,1.897571802,4.320295398,1,6.962326032
12062,214,50,10,1.929217815,4.419767881,1,6.470211014
12063,214,50,10,1.960805178,4.504537625,1,7.032628178
12064,214,50,10,1.992461205,4.577068054,1,6.399908869
12065,214,50,10,2.024117947,4.638982089,1,5.978095996
12066,214,50,10,2.055732012,4.691766613,1,6.470211014
12067,214,50,10,2.087382793,4.736881806,1,6.399908869
12068,214,50,10,2.119084358,4.775450648,1,6.329606723
12069,214,50,10,2.15071106,4.80829418,1,6.329606723
12070,214,50,10,2.182327271,4.836325295,1,6.54051316
12071,214,50,10,2.213939428,4.860254884,1,6.189002432
12072,214,50,10,2.24553442,4.880675675,1,6.610815305
12073,214,50,10,2.277114868,4.898104991,1,6.259304578
12074,214,50,10,2.308742762,4.913009102,1,6.54051316
12075,214,50,10,2.340341806,4.925722486,1,6.470211014
12076,214,50,10,2.371935368,4.936576119,1,6.329606723
12077,214,50,10,2.403619528,4.945868316,1,6.54051316
12078,214,50,10,2.435274124,4.953792289,1,6.189002432
12079,214,50,10,2.466952562,4.960561027,1,6.54051316
12080,214,50,10,2.498512268,4.966318256,1,6.189002432
12081,216,50,10,0,41.93598223,0,1.197550105
12082,216,50,10,0.033465862,51.62881823,0,4.853261669
12083,216,50,10,0.06683898,0,0,16.45311567
12084,216,50,10,0.100224972,0,0,15.18767705
12085,216,50,10,0.133530855,34.5062503,0,6.54051316
12086,216,50,10,0.166889429,4.295520462,0,9.563505414
12087,216,50,10,0.200308084,0,0,13.64102985
12088,216,50,10,0.233666897,17.60984817,0,8.22776465
12089,216,50,10,0.267057419,0.74703617,0,9.915016141
12090,216,50,10,0.300494909,0,0,11.53196549
12091,216,50,10,0.333798647,8.474517558,0,9.141692541
12092,216,50,10,0.36726284,0,0,10.40713116
12093,216,50,10,0.400591135,0,0,10.54773545
12094,216,50,10,0.433919668,0.73579768,0,9.915016141
12095,216,50,10,0.467309952,0.040374736,0,9.985318287
12096,216,50,10,0.50065279,3.573583009,0,9.633807559
12097,216,50,10,0.533953667,0,0,10.54773545
12098,216,50,10,0.567324638,0,0,10.33682901
12099,216,50,10,0.600656509,0,0,10.26652687
12100,216,50,10,0.633974791,0,0,10.19622472
12101,216,50,10,0.667386055,0,0,10.26652687
12102,216,50,10,0.700870275,0,0,10.12592258
12103,216,50,10,0.734333038,0,0,10.05562043
12104,216,50,10,0.767715216,0,0,10.05562043
12105,216,50,10,0.801074505,0,0,10.05562043
12106,216,50,10,0.834478378,0,0,10.05562043
12107,216,50,10,0.867850542,0,0,10.05562043
12108,216,50,10,0.901240826,0.069184052,0,9.985318287
12109,216,50,10,0.934587717,1.484935416,0,9.844713996
12110,216,50,10,0.968243599,0,0,10.26652687
12111,216,50,10,1.001570225,0,1,9.985318287
12112,216,50,10,1.034952164,0,1,9.915016141
12113,216,50,10,1.068302155,20.49297129,1,7.243534614
12114,216,50,10,1.101720572,3.805895634,1,8.579275378
12115,216,50,10,1.135185957,25.84844231,1,6.048398141
12116,216,50,10,1.16849637,0,1,9.141692541
12117,216,50,10,1.201732159,27.68036239,1,5.204772396
12118,216,50,10,1.235136032,0,1,8.508973232
12119,216,50,10,1.268484354,23.14331251,1,4.99386596
12120,216,50,10,1.301798582,0,1,8.157462505
12121,216,50,10,1.335167885,15.76535718,1,5.064168105
12122,216,50,10,1.368562937,0,1,7.876253923
12123,216,50,10,1.401878357,6.235314755,1,5.345376687
12124,216,50,10,1.435269833,0,1,6.892023887
12125,216,50,10,1.46860671,0,1,5.696887414
12126,216,50,10,1.501914263,0,1,5.696887414
12127,216,50,10,1.535302401,0,1,5.415678832
12128,216,50,10,1.56874752,0,1,5.345376687
12129,216,50,10,1.60199213,0,1,5.204772396
12130,216,50,10,1.635350943,0.056188376,1,4.99386596
12131,216,50,10,1.66862607,0.761916025,1,4.923563814
12132,216,50,10,1.702063799,0.764464981,1,4.923563814
12133,216,50,10,1.735390186,3.587718571,1,4.642355232
12134,216,50,10,1.768661022,0,1,5.696887414
12135,216,50,10,1.801978111,0.051058175,1,4.99386596
12136,216,50,10,1.835362196,1.462336758,1,4.853261669
12137,216,50,10,1.868675232,0.7620178,1,4.923563814
12138,216,50,10,1.901977777,4.29063321,1,4.572053087
12139,216,50,10,1.935449362,0,1,5.556283123
12140,216,50,10,1.968793392,1.465419322,1,4.853261669
12141,216,50,10,2.002122641,1.470127104,1,4.853261669
12142,216,50,10,2.035475492,2.179763215,1,4.782959523
12143,216,50,10,2.068849802,0.070305184,1,4.99386596
12144,216,50,10,2.102203369,2.890814951,1,4.712657378
12145,216,50,10,2.135593414,0,1,5.275074541
12146,216,50,10,2.168917418,2.18439539,1,4.782959523
12147,216,50,10,2.202220201,0,1,5.064168105
12148,216,50,10,2.235699892,2.892858612,1,4.712657378
12149,216,50,10,2.269082785,0,1,5.345376687
12150,216,50,10,2.3024261,2.184134159,1,4.782959523
12151,216,50,10,2.335818768,0,1,5.134470251
12152,216,50,10,2.369156837,4.300963555,1,4.572053087
12153,216,50,10,2.40251255,0,1,5.415678832
12154,216,50,10,2.435890198,0.773457945,1,4.923563814
12155,216,50,10,2.469295502,1.480504597,1,4.853261669
12156,216,50,10,2.502532244,0.779047431,1,4.923563814
12157,216,50,10,2.535913229,2.896184206,1,4.712657378
12158,216,50,10,2.569261789,0,1,5.345376687
12159,216,50,10,2.602649927,2.187075493,1,4.782959523
12160,216,50,10,2.636061192,0.077159035,1,4.99386596
12161,217,50,10,0,28.9632252,0,4.99386596
12162,217,50,10,0.033430099,48.46603062,0,8.22776465
12163,217,50,10,0.066773653,24.55399331,0,14.27374916
12164,217,50,10,0.100224972,0,0,21.93668301
12165,217,50,10,0.133637428,17.74393152,0,15.96100065
12166,217,50,10,0.167034864,29.32181472,0,13.14891483
12167,217,50,10,0.200469732,0,0,20.95245298
12168,217,50,10,0.233882427,3.185909747,0,19.61671221
12169,217,50,10,0.267284155,20.81429206,0,15.2579792
12170,217,50,10,0.300782442,4.144371904,0,19.40580578
12171,217,50,10,0.334174395,0,0,21.65547443
12172,217,50,10,0.367578506,11.58151664,0,17.50764785
12173,217,50,10,0.401008606,5.067549892,0,19.1245972
12174,217,50,10,0.434442997,0,0,21.444568
12175,217,50,10,0.467803955,5.133074768,0,19.05429505
12176,217,50,10,0.501245022,1.394708699,0,19.96822294
12177,217,50,10,0.534585476,2.174264305,0,19.7573165
12178,217,50,10,0.568072081,0.400224171,0,20.17912938
12179,217,50,10,0.601533175,2.032650777,0,19.7573165
12180,217,50,10,0.634900808,0,0,20.24943152
12181,217,50,10,0.668326855,1.333189797,0,19.8979208
12182,217,50,10,0.701731205,0.424828764,0,20.10882723
12183,217,50,10,0.735097408,1.221032056,0,19.8979208
12184,217,50,10,0.768490314,0.890933069,0,19.96822294
12185,217,50,10,0.801899195,1.130694684,0,19.8979208
12186,217,50,10,0.835276127,0,0,20.17912938
12187,217,50,10,0.868670464,0.753368097,0,19.96822294
12188,217,50,10,0.902064562,0.430539456,0,20.03852509
12189,217,50,10,0.935433388,0.391552775,0,20.03852509
12190,217,50,10,0.96883893,0.354967497,0,20.03852509
12191,217,50,10,1.002250195,0,1,19.8979208
12192,217,50,10,1.035561323,0,1,19.61671221
12193,217,50,10,1.069001675,32.58347695,1,9.563505414
12194,217,50,10,1.102424145,19.53008079,1,11.88347621
12195,217,50,10,1.135804176,25.96576145,1,9.352598978
12196,217,50,10,1.169187546,14.48355808,1,11.2507569
12197,217,50,10,1.202553511,20.23673668,1,8.860483959
12198,217,50,10,1.235959053,10.35141536,1,10.33682901
12199,217,50,10,1.26940012,18.58402574,1,7.31383676
12200,217,50,10,1.302798986,6.374489046,1,9.352598978
12201,217,50,10,1.336194992,10.54323564,1,7.31383676
12202,217,50,10,1.369610548,1.063830831,1,8.649577523
12203,217,50,10,1.402904987,9.454193718,1,5.556283123
12204,217,50,10,1.436281204,0,1,8.157462505
12205,217,50,10,1.469518423,1.718573309,1,5.415678832
12206,217,50,10,1.503044844,0,1,6.68111745
12207,217,50,10,1.536607742,0,1,5.907793851
12208,217,50,10,1.569997787,0,1,5.907793851
12209,217,50,10,1.60334897,0,1,5.696887414
12210,217,50,10,1.63679266,0,1,5.485980978
12211,217,50,10,1.670180798,0,1,5.275074541
12212,217,50,10,1.703594923,0.130795886,1,5.134470251
12213,217,50,10,1.73699522,0.651726144,1,4.99386596
12214,217,50,10,1.770355225,0.32727527,1,5.064168105
12215,217,50,10,1.80367732,0.85798299,1,4.923563814
12216,217,50,10,1.837095261,1.685013369,1,4.712657378
12217,217,50,10,1.87040019,0.527111178,1,4.99386596
12218,217,50,10,1.903734684,1.352890433,1,4.782959523
12219,217,50,10,1.937135458,0.764906602,1,4.923563814
12220,217,50,10,1.970431089,1.883402839,1,4.642355232
12221,217,50,10,2.003757954,0,1,5.204772396
12222,217,50,10,2.037168741,1.838922774,1,4.642355232
12223,217,50,10,2.070571423,0.122081703,1,5.064168105
12224,217,50,10,2.103970528,1.808011419,1,4.642355232
12225,217,50,10,2.137382746,0.6643231,1,4.923563814
12226,217,50,10,2.170744419,2.074704999,1,4.572053087
12227,217,50,10,2.20414114,0.079504504,1,5.064168105
12228,217,50,10,2.237577915,1.768101638,1,4.642355232
12229,217,50,10,2.270909309,0.626950302,1,4.923563814
12230,217,50,10,2.304310322,1.754066414,1,4.642355232
12231,217,50,10,2.337744951,0.042517445,1,5.064168105
12232,217,50,10,2.371052504,2.019018998,1,4.572053087
12233,217,50,10,2.404493809,0.884123403,1,4.853261669
12234,217,50,10,2.438010454,2.588423631,1,4.431448796
12235,217,50,10,2.471434355,0,1,5.415678832
12236,217,50,10,2.504838467,1.133424317,1,4.782959523
12237,217,50,10,2.538201094,1.130407963,1,4.782959523
12238,217,50,10,2.571536541,1.698787901,1,4.642355232
12239,217,50,10,2.604947567,0.276329531,1,4.99386596
12240,217,50,10,2.638346195,1.6890003,1,4.642355232
12241,218,20,10,0,2.139249127,0,6.189002432
12242,218,20,10,0.033789873,14.61640522,0,5.76718956
12243,218,20,10,0.067616701,13.21036231,0,8.579275378
12244,218,20,10,0.10140419,12.01522584,0,10.96954832
12245,218,20,10,0.13518548,11.94492369,0,11.11015261
12246,218,20,10,0.169034004,11.48795975,0,12.0240805
12247,218,20,10,0.202751637,11.0309958,0,12.9380084
12248,218,20,10,0.236342669,10.04676577,0,14.90646847
12249,218,20,10,0.270051956,9.624952893,0,15.75009421
12250,218,20,10,0.303832531,9.554650748,0,15.8906985
12251,218,20,10,0.337627172,9.06253573,0,16.87492854
12252,218,20,10,0.371223211,8.67587393,0,17.64825214
12253,218,20,10,0.404902458,8.359514275,0,18.28097145
12254,218,20,10,0.438678026,7.972852475,0,19.05429505
12255,218,20,10,0.472376585,7.621341748,0,19.7573165
12256,218,20,10,0.506088972,7.304982093,0,20.39003581
12257,218,20,10,0.539783955,6.988622439,0,21.02275512
12258,218,20,10,0.573520422,6.74256493,0,21.51487014
12259,218,20,10,0.607087851,6.391054202,0,22.2178916
12260,218,20,10,0.640661478,6.144996693,0,22.71000661
12261,218,20,10,0.674215317,5.477126312,0,24.04574738
12262,218,20,10,0.707876205,5.371673093,0,24.25665381
12263,218,20,10,0.74164319,4.80925593,0,25.38148814
12264,218,20,10,0.775139809,4.738953784,0,25.52209243
12265,218,20,10,0.808750868,4.563198421,0,25.87360316
12266,218,20,10,0.84253931,4.352291984,0,26.29541603
12267,218,20,10,0.876225948,4.211687693,0,26.57662461
12268,218,20,10,0.909819365,3.719572675,0,27.56085465
12269,218,20,10,0.943484783,3.684421603,0,27.63115679
12270,218,20,10,0.977125883,3.508666239,0,27.98266752
12271,218,20,10,1.010727167,0,1,28.19357396
12272,218,20,10,1.044265985,0,1,27.84206323
12273,218,20,10,1.077902317,0,1,12.1646848
12274,218,20,10,1.111548901,0,1,10.75864189
12275,218,20,10,1.145284414,0,1,9.704109705
12276,218,20,10,1.178943872,0,1,7.45444105
12277,218,20,10,1.212599277,0,1,6.892023887
12278,218,20,10,1.246339321,0,1,7.805951778
12279,218,20,10,1.280052423,0,1,6.048398141
12280,218,20,10,1.313831329,0,1,6.54051316
12281,218,20,10,1.347612858,0,1,6.118700287
12282,218,20,10,1.381478786,0,1,5.76718956
12283,218,20,10,1.415144444,0,1,5.626585269
12284,218,20,10,1.448803902,0,1,5.275074541
12285,218,20,10,1.4824965,0,1,4.923563814
12286,218,20,10,1.51607728,0.511862198,1,5.134470251
12287,218,20,10,1.549723864,1.2068191,1,5.485980978
12288,218,20,10,1.583425522,1.795049443,1,5.345376687
12289,218,20,10,1.617126942,2.292056301,1,5.907793851
12290,218,20,10,1.650726318,2.710822276,1,6.048398141
12291,218,20,10,1.684477329,3.066295436,1,6.54051316
12292,218,20,10,1.718208313,3.366405653,1,6.68111745
12293,218,20,10,1.752060175,3.620772723,1,6.610815305
12294,218,20,10,1.7859447,3.835722444,1,6.962326032
12295,218,20,10,1.819782019,4.016940686,1,6.048398141
12296,218,20,10,1.853625774,4.169979267,1,6.470211014
12297,218,20,10,1.887323856,4.298682808,1,6.68111745
12298,218,20,10,1.921014309,4.407406891,1,6.54051316
12299,218,20,10,1.954662561,4.499169989,1,6.118700287
12300,218,20,10,1.988406658,4.576926357,1,6.610815305
12301,218,20,10,2.022160053,4.642627275,1,6.470211014
12302,218,20,10,2.055881262,4.69807663,1,5.76718956
12303,218,20,10,2.089895487,4.745295992,1,6.399908869
12304,218,20,10,2.123597622,4.784794918,1,6.118700287
12305,218,20,10,2.157417297,4.818275271,1,6.048398141
12306,218,20,10,2.19119978,4.846518406,1,6.329606723
12307,218,20,10,2.224905014,4.870321997,1,6.259304578
12308,218,20,10,2.258757591,4.890514557,1,6.048398141
12309,218,20,10,2.292397976,4.907464748,1,6.329606723
12310,218,20,10,2.326068878,4.921802697,1,6.259304578
12311,218,20,10,2.359853983,4.933956763,1,6.189002432
12312,218,20,10,2.393574953,4.944203855,1,6.399908869
12313,218,20,10,2.427361965,4.952876598,1,6.189002432
12314,218,20,10,2.461198092,4.960211056,1,6.189002432
12315,218,20,10,2.495071411,4.966410198,1,6.399908869
12316,218,20,10,2.528897285,4.971636783,1,6.259304578
12317,218,20,10,2.56270051,4.976047397,1,6.189002432
12318,218,20,10,2.596541166,4.979775925,1,6.470211014
12319,218,20,10,2.630386591,4.982924467,1,6.118700287
12320,218,20,10,2.664143085,4.985576424,1,6.259304578
12321,219,20,10,0,0.774671502,0,4.572053087
12322,219,20,10,0.033382416,23.32480617,0,4.923563814
12323,219,20,10,0.067270994,31.86669858,0,7.735649632
12324,219,20,10,0.10086298,36.19813748,0,13.711332
12325,219,20,10,0.134542465,39.39184121,0,17.71855429
12326,219,20,10,0.168521881,41.06514664,0,21.37426585
12327,219,20,10,0.202406168,41.24889465,0,24.88937312
12328,219,20,10,0.236605883,40.04960805,0,28.33417825
12329,219,20,10,0.270273209,38.73661396,0,30.23233618
